"X1","prod","toy","tod"
"8903",175.648,0.00405274273645756,23
"8904",184.796,0.00410982362006964,24
"8905",189.995,0.00416690450368172,25
"8906",194.22,0.0042239853872938,26
"8907",194.082,0.00428106627090587,27
"8908",191.967,0.00433814715451795,28
"8909",186.556,0.00439522803813003,29
"8910",175.285,0.00445230892174211,30
"8911",152.352,0.00450938980535419,31
"8912",115.268,0.00456647068896627,32
"8913",55.365,0.00462355157257834,33
"8914",28.057,0.00468063245619042,34
"8915",15.571,0.0047377133398025,35
"8916",8.513,0.00479479422341458,36
"8917",3.728,0.00485187510702666,37
"8918",0.317,0.00490895599063873,38
"8919",0.089,0.00496603687425081,39
"8920",0.031,0.00502311775786289,40
"8921",0.025,0.00508019864147497,41
"8922",0.03,0.00513727952508705,42
"8923",0.024,0.00519436040869913,43
"8924",0.033,0.0052514412923112,44
"8925",0.039,0.00530852217592328,45
"8926",0.05,0.00536560305953536,46
"8927",0.032,0.00542268394314744,47
"8928",0.006,0.00547976482675952,0
"8929",0.03,0.0055368457103716,1
"8930",0.018,0.00559392659398367,2
"8931",0.006,0.00565100747759575,3
"8932",0.007,0.00570808836120783,4
"8933",0.006,0.00576516924481991,5
"8934",0.019,0.00582225012843199,6
"8935",0.031,0.00587933101204407,7
"8936",0.024,0.00593641189565614,8
"8937",0.018,0.00599349277926822,9
"8938",0.006,0.0060505736628803,10
"8939",0.019,0.00610765454649238,11
"8940",0.013,0.00616473543010446,12
"8941",0.254,0.00622181631371654,13
"8942",3.481,0.00627889719732861,14
"8943",9.328,0.00633597808094069,15
"8944",19.984,0.00639305896455277,16
"8945",23.569,0.00645013984816485,17
"8946",33.87,0.00650722073177693,18
"8947",37.928,0.00656430161538901,19
"8948",52.993,0.00662138249900108,20
"8949",58.734,0.00667846338261316,21
"8950",64.286,0.00673554426622524,22
"8951",78.442,0.00679262514983732,23
"8952",88.992,0.0068497060334494,24
"8953",91.107,0.00690678691706148,25
"8954",95.038,0.00696386780067355,26
"8955",88.826,0.00702094868428563,27
"8956",65.044,0.00707802956789771,28
"8957",38.161,0.00713511045150979,29
"8958",30.585,0.00719219133512187,30
"8959",46.739,0.00724927221873395,31
"8960",73.307,0.00730635310234602,32
"8961",77.167,0.0073634339859581,33
"8962",40.544,0.00742051486957018,34
"8963",26.35,0.00747759575318226,35
"8964",13.39,0.00753467663679434,36
"8965",8.998,0.00759175752040642,37
"8966",5.834,0.00764883840401849,38
"8967",2.481,0.00770591928763057,39
"8968",0.142,0.00776300017124265,40
"8969",0.049,0.00782008105485473,41
"8970",0.036,0.00787716193846681,42
"8971",0.049,0.00793424282207889,43
"8972",0.013,0.00799132370569096,44
"8973",0.037,0.00804840458930304,45
"8974",0.037,0.00810548547291512,46
"8975",0.044,0.0081625663565272,47
"8976",0.036,0.00821964724013928,0
"8977",0.013,0.00827672812375136,1
"8978",0.03,0.00833380900736343,2
"8979",0.03,0.00839088989097551,3
"8980",0.024,0.00844797077458759,4
"8981",0.013,0.00850505165819967,5
"8982",0.001,0.00856213254181175,6
"8983",0.007,0.00861921342542383,7
"8984",0.025,0.0086762943090359,8
"8985",0.018,0.00873337519264798,9
"8986",0.013,0.00879045607626006,10
"8987",0.018,0.00884753695987214,11
"8988",0.006,0.00890461784348422,12
"8989",0.367,0.0089616987270963,13
"8990",3.704,0.00901877961070837,14
"8991",11.378,0.00907586049432045,15
"8992",22.444,0.00913294137793253,16
"8993",35.395,0.00919002226154461,17
"8994",46.597,0.00924710314515669,18
"8995",64.335,0.00930418402876877,19
"8996",73.346,0.00936126491238084,20
"8997",90.977,0.00941834579599292,21
"8998",103.892,0.009475426679605,22
"8999",113.645,0.00953250756321708,23
"9000",121.166,0.00958958844682916,24
"9001",114.228,0.00964666933044124,25
"9002",101.999,0.00970375021405331,26
"9003",96.691,0.00976083109766539,27
"9004",91.832,0.00981791198127747,28
"9005",84.33,0.00987499286488955,29
"9006",80.116,0.00993207374850163,30
"9007",75.316,0.00998915463211371,31
"9008",72.356,0.0100462355157258,32
"9009",60.287,0.0101033163993379,33
"9010",41.617,0.0101603972829499,34
"9011",29.867,0.010217478166562,35
"9012",24.87,0.0102745590501741,36
"9013",20.855,0.0103316399337862,37
"9014",11.958,0.0103887208173983,38
"9015",4.365,0.0104458017010103,39
"9016",0.333,0.0105028825846224,40
"9017",0.018,0.0105599634682345,41
"9018",0.032,0.0106170443518466,42
"9019",0.024,0.0106741252354586,43
"9020",0.015,0.0107312061190707,44
"9021",0.024,0.0107882870026828,45
"9022",0.032,0.0108453678862949,46
"9023",0.018,0.010902448769907,47
"9024",0.007,0.010959529653519,0
"9025",0.012,0.0110166105371311,1
"9026",0.019,0.0110736914207432,2
"9027",0.03,0.0111307723043553,3
"9028",0.018,0.0111878531879673,4
"9029",0.025,0.0112449340715794,5
"9030",0.018,0.0113020149551915,6
"9031",0.025,0.0113590958388036,7
"9032",0.036,0.0114161767224157,8
"9033",0.012,0.0114732576060277,9
"9034",0.03,0.0115303384896398,10
"9035",0.019,0.0115874193732519,11
"9036",0.025,0.011644500256864,12
"9037",2.733,0.0117015811404761,13
"9038",11.93,0.0117586620240881,14
"9039",27.664,0.0118157429077002,15
"9040",49.826,0.0118728237913123,16
"9041",69.798,0.0119299046749244,17
"9042",73.768,0.0119869855585364,18
"9043",76.778,0.0120440664421485,19
"9044",92.963,0.0121011473257606,20
"9045",106.761,0.0121582282093727,21
"9046",103.754,0.0122153090929848,22
"9047",139.498,0.0122723899765968,23
"9048",161.409,0.0123294708602089,24
"9049",163.669,0.012386551743821,25
"9050",173.724,0.0124436326274331,26
"9051",174.714,0.0125007135110452,27
"9052",172.85,0.0125577943946572,28
"9053",134.367,0.0126148752782693,29
"9054",115.545,0.0126719561618814,30
"9055",99.333,0.0127290370454935,31
"9056",89.912,0.0127861179291055,32
"9057",67.032,0.0128431988127176,33
"9058",38.141,0.0129002796963297,34
"9059",27.273,0.0129573605799418,35
"9060",15.145,0.0130144414635539,36
"9061",5.278,0.0130715223471659,37
"9062",0.787,0.013128603230778,38
"9063",0.135,0.0131856841143901,39
"9064",0.02,0.0132427649980022,40
"9065",0.019,0.0132998458816142,41
"9066",0.032,0.0133569267652263,42
"9067",0.03,0.0134140076488384,43
"9068",0.024,0.0134710885324505,44
"9069",0.031,0.0135281694160626,45
"9070",0.008,0.0135852502996746,46
"9071",0.043,0.0136423311832867,47
"9072",0.013,0.0136994120668988,0
"9073",0.012,0.0137564929505109,1
"9074",0.032,0.013813573834123,2
"9075",0.013,0.013870654717735,3
"9076",0.013,0.0139277356013471,4
"9077",0.024,0.0139848164849592,5
"9078",0.006,0.0140418973685713,6
"9079",0.013,0.0140989782521833,7
"9080",0.018,0.0141560591357954,8
"9081",0.007,0.0142131400194075,9
"9082",0.024,0.0142702209030196,10
"9083",0.012,0.0143273017866317,11
"9084",0.007,0.0143843826702437,12
"9085",0.402,0.0144414635538558,13
"9086",3.547,0.0144985444374679,14
"9087",12.288,0.01455562532108,15
"9088",23.945,0.014612706204692,16
"9089",33.814,0.0146697870883041,17
"9090",50.549,0.0147268679719162,18
"9091",66.398,0.0147839488555283,19
"9092",73.49,0.0148410297391404,20
"9093",93.478,0.0148981106227524,21
"9094",113.889,0.0149551915063645,22
"9095",132.92,0.0150122723899766,23
"9096",126.079,0.0150693532735887,24
"9097",130.952,0.0151264341572008,25
"9098",155.777,0.0151835150408128,26
"9099",171.028,0.0152405959244249,27
"9100",176.973,0.015297676808037,28
"9101",164.993,0.0153547576916491,29
"9102",158.569,0.0154118385752611,30
"9103",151.011,0.0154689194588732,31
"9104",146.03,0.0155260003424853,32
"9105",123.345,0.0155830812260974,33
"9106",100.544,0.0156401621097095,34
"9107",78.1,0.0156972429933215,35
"9108",52.764,0.0157543238769336,36
"9109",33.728,0.0158114047605457,37
"9110",15.336,0.0158684856441578,38
"9111",8.637,0.0159255665277699,39
"9112",1.655,0.0159826474113819,40
"9113",0.036,0.016039728294994,41
"9114",0.012,0.0160968091786061,42
"9115",0.007,0.0161538900622182,43
"9116",0.021,0.0162109709458302,44
"9117",0.048,0.0162680518294423,45
"9118",0.025,0.0163251327130544,46
"9119",0.02,0.0163822135966665,47
"9120",0.037,0.0164392944802786,0
"9121",0.018,0.0164963753638906,1
"9122",0.025,0.0165534562475027,2
"9123",0.049,0.0166105371311148,3
"9124",0.018,0.0166676180147269,4
"9125",0,0.0167246988983389,5
"9126",0.012,0.016781779781951,6
"9127",0.012,0.0168388606655631,7
"9128",0.03,0.0168959415491752,8
"9129",0.038,0.0169530224327873,9
"9130",0.012,0.0170101033163993,10
"9131",0.012,0.0170671842000114,11
"9132",0.042,0.0171242650836235,12
"9133",0.997,0.0171813459672356,13
"9134",7.951,0.0172384268508477,14
"9135",18.679,0.0172955077344597,15
"9136",33.519,0.0173525886180718,16
"9137",44.309,0.0174096695016839,17
"9138",45.351,0.017466750385296,18
"9139",70.702,0.017523831268908,19
"9140",84.656,0.0175809121525201,20
"9141",108.64,0.0176379930361322,21
"9142",110.949,0.0176950739197443,22
"9143",133.227,0.0177521548033564,23
"9144",142.281,0.0178092356869684,24
"9145",150.036,0.0178663165705805,25
"9146",166.988,0.0179233974541926,26
"9147",160.764,0.0179804783378047,27
"9148",146.035,0.0180375592214167,28
"9149",148.885,0.0180946401050288,29
"9150",139.07,0.0181517209886409,30
"9151",129.379,0.018208801872253,31
"9152",121.601,0.0182658827558651,32
"9153",105.683,0.0183229636394771,33
"9154",87.346,0.0183800445230892,34
"9155",70.919,0.0184371254067013,35
"9156",51.055,0.0184942062903134,36
"9157",31.975,0.0185512871739255,37
"9158",15.046,0.0186083680575375,38
"9159",3.898,0.0186654489411496,39
"9160",0.168,0.0187225298247617,40
"9161",0.026,0.0187796107083738,41
"9162",0.031,0.0188366915919858,42
"9163",0.008,0.0188937724755979,43
"9164",0.02,0.01895085335921,44
"9165",0.031,0.0190079342428221,45
"9166",0.028,0.0190650151264342,46
"9167",0.007,0.0191220960100462,47
"9168",0.026,0.0191791768936583,0
"9169",0.024,0.0192362577772704,1
"9170",0,0.0192933386608825,2
"9171",0,0.0193504195444945,3
"9172",0.025,0.0194075004281066,4
"9173",0.012,0.0194645813117187,5
"9174",0.042,0.0195216621953308,6
"9175",0.024,0.0195787430789429,7
"9176",0.006,0.0196358239625549,8
"9177",0.031,0.019692904846167,9
"9178",0.012,0.0197499857297791,10
"9179",0.013,0.0198070666133912,11
"9180",0.018,0.0198641474970033,12
"9181",2.464,0.0199212283806153,13
"9182",9.55,0.0199783092642274,14
"9183",22.848,0.0200353901478395,15
"9184",39.811,0.0200924710314516,16
"9185",59.943,0.0201495519150636,17
"9186",83.666,0.0202066327986757,18
"9187",101.974,0.0202637136822878,19
"9188",118.524,0.0203207945658999,20
"9189",130.851,0.020377875449512,21
"9190",147.594,0.020434956333124,22
"9191",165.329,0.0204920372167361,23
"9192",177.392,0.0205491181003482,24
"9193",184.495,0.0206061989839603,25
"9194",190.711,0.0206632798675724,26
"9195",191.367,0.0207203607511844,27
"9196",187.623,0.0207774416347965,28
"9197",183.429,0.0208345225184086,29
"9198",171.414,0.0208916034020207,30
"9199",153.395,0.0209486842856327,31
"9200",139.998,0.0210057651692448,32
"9201",118.794,0.0210628460528569,33
"9202",86.074,0.021119926936469,34
"9203",65.018,0.0211770078200811,35
"9204",51.868,0.0212340887036931,36
"9205",33.553,0.0212911695873052,37
"9206",18.601,0.0213482504709173,38
"9207",6.499,0.0214053313545294,39
"9208",0.782,0.0214624122381414,40
"9209",0.014,0.0215194931217535,41
"9210",0.026,0.0215765740053656,42
"9211",0.074,0.0216336548889777,43
"9212",0.03,0.0216907357725898,44
"9213",0.012,0.0217478166562018,45
"9214",0.013,0.0218048975398139,46
"9215",0.046,0.021861978423426,47
"9216",0.033,0.0219190593070381,0
"9217",0.024,0.0219761401906502,1
"9218",0.013,0.0220332210742622,2
"9219",0.024,0.0220903019578743,3
"9220",0.025,0.0221473828414864,4
"9221",0.012,0.0222044637250985,5
"9222",0.018,0.0222615446087105,6
"9223",0.019,0.0223186254923226,7
"9224",0.037,0.0223757063759347,8
"9225",0.036,0.0224327872595468,9
"9226",0,0.0224898681431589,10
"9227",0.018,0.0225469490267709,11
"9228",0.031,0.022604029910383,12
"9229",0.134,0.0226611107939951,13
"9230",1.626,0.0227181916776072,14
"9231",8.184,0.0227752725612192,15
"9232",24.808,0.0228323534448313,16
"9233",41.141,0.0228894343284434,17
"9234",53.612,0.0229465152120555,18
"9235",79.354,0.0230035960956676,19
"9236",98.697,0.0230606769792796,20
"9237",118.917,0.0231177578628917,21
"9238",140.372,0.0231748387465038,22
"9239",159.932,0.0232319196301159,23
"9240",174.348,0.023289000513728,24
"9241",183.815,0.02334608139734,25
"9242",183.68,0.0234031622809521,26
"9243",182.761,0.0234602431645642,27
"9244",176.701,0.0235173240481763,28
"9245",169.871,0.0235744049317883,29
"9246",159.547,0.0236314858154004,30
"9247",146.502,0.0236885666990125,31
"9248",129.4,0.0237456475826246,32
"9249",111.642,0.0238027284662367,33
"9250",95.073,0.0238598093498487,34
"9251",69.984,0.0239168902334608,35
"9252",48.595,0.0239739711170729,36
"9253",30.975,0.024031052000685,37
"9254",17.403,0.0240881328842971,38
"9255",7.991,0.0241452137679091,39
"9256",0.997,0.0242022946515212,40
"9257",0.003,0.0242593755351333,41
"9258",0.019,0.0243164564187454,42
"9259",0.03,0.0243735373023574,43
"9260",0.018,0.0244306181859695,44
"9261",0.026,0.0244876990695816,45
"9262",0.039,0.0245447799531937,46
"9263",0.013,0.0246018608368058,47
"9264",0.013,0.0246589417204178,0
"9265",0.021,0.0247160226040299,1
"9266",0.025,0.024773103487642,2
"9267",0.036,0.0248301843712541,3
"9268",0.026,0.0248872652548661,4
"9269",0,0.0249443461384782,5
"9270",0.012,0.0250014270220903,6
"9271",0.019,0.0250585079057024,7
"9272",0.007,0.0251155887893145,8
"9273",0.006,0.0251726696729265,9
"9274",0.018,0.0252297505565386,10
"9275",0.006,0.0252868314401507,11
"9276",0.019,0.0253439123237628,12
"9277",2.066,0.0254009932073749,13
"9278",7.506,0.0254580740909869,14
"9279",15.265,0.025515154974599,15
"9280",31.847,0.0255722358582111,16
"9281",44.426,0.0256293167418232,17
"9282",55.191,0.0256863976254352,18
"9283",71.089,0.0257434785090473,19
"9284",96.131,0.0258005593926594,20
"9285",99.504,0.0258576402762715,21
"9286",96.438,0.0259147211598836,22
"9287",96.138,0.0259718020434956,23
"9288",104.068,0.0260288829271077,24
"9289",116.68,0.0260859638107198,25
"9290",108.697,0.0261430446943319,26
"9291",111.354,0.0262001255779439,27
"9292",119.793,0.026257206461556,28
"9293",121.271,0.0263142873451681,29
"9294",124.582,0.0263713682287802,30
"9295",120.024,0.0264284491123923,31
"9296",98.632,0.0264855299960043,32
"9297",77.346,0.0265426108796164,33
"9298",62.427,0.0265996917632285,34
"9299",49.275,0.0266567726468406,35
"9300",33.402,0.0267138535304526,36
"9301",18.373,0.0267709344140647,37
"9302",10.265,0.0268280152976768,38
"9303",5.026,0.0268850961812889,39
"9304",0.304,0.026942177064901,40
"9305",0.024,0.026999257948513,41
"9306",0.036,0.0270563388321251,42
"9307",0.036,0.0271134197157372,43
"9308",0.032,0.0271705005993493,44
"9309",0.03,0.0272275814829614,45
"9310",0.026,0.0272846623665734,46
"9311",0.02,0.0273417432501855,47
"9312",0.024,0.0273988241337976,0
"9313",0.04,0.0274559050174097,1
"9314",0.03,0.0275129859010217,2
"9315",0.002,0.0275700667846338,3
"9316",0.018,0.0276271476682459,4
"9317",0.024,0.027684228551858,5
"9318",0.031,0.0277413094354701,6
"9319",0.013,0.0277983903190821,7
"9320",0.019,0.0278554712026942,8
"9321",0.012,0.0279125520863063,9
"9322",0.025,0.0279696329699184,10
"9323",0.012,0.0280267138535305,11
"9324",0.037,0.0280837947371425,12
"9325",0.117,0.0281408756207546,13
"9326",1.521,0.0281979565043667,14
"9327",8.102,0.0282550373879788,15
"9328",21.094,0.0283121182715908,16
"9329",28.037,0.0283691991552029,17
"9330",31.821,0.028426280038815,18
"9331",34.715,0.0284833609224271,19
"9332",43.336,0.0285404418060392,20
"9333",53.483,0.0285975226896512,21
"9334",53.365,0.0286546035732633,22
"9335",47.428,0.0287116844568754,23
"9336",51.065,0.0287687653404875,24
"9337",62.231,0.0288258462240996,25
"9338",50.627,0.0288829271077116,26
"9339",64.95,0.0289400079913237,27
"9340",78.662,0.0289970888749358,28
"9341",92.461,0.0290541697585479,29
"9342",81.256,0.0291112506421599,30
"9343",80.532,0.029168331525772,31
"9344",73.639,0.0292254124093841,32
"9345",67.477,0.0292824932929962,33
"9346",58.775,0.0293395741766083,34
"9347",44.101,0.0293966550602203,35
"9348",25.819,0.0294537359438324,36
"9349",17.582,0.0295108168274445,37
"9350",6.093,0.0295678977110566,38
"9351",1.769,0.0296249785946686,39
"9352",0.211,0.0296820594782807,40
"9353",0.032,0.0297391403618928,41
"9354",0.048,0.0297962212455049,42
"9355",0.012,0.029853302129117,43
"9356",0.015,0.029910383012729,44
"9357",0.02,0.0299674638963411,45
"9358",0.006,0.0300245447799532,46
"9359",0.021,0.0300816256635653,47
"9360",0.03,0.0301387065471773,0
"9361",0.013,0.0301957874307894,1
"9362",0.043,0.0302528683144015,2
"9363",0.021,0.0303099491980136,3
"9364",0.038,0.0303670300816257,4
"9365",0.006,0.0304241109652377,5
"9366",0.018,0.0304811918488498,6
"9367",0.006,0.0305382727324619,7
"9368",0.018,0.030595353616074,8
"9369",0.026,0.0306524344996861,9
"9370",0.006,0.0307095153832981,10
"9371",0.043,0.0307665962669102,11
"9372",0.024,0.0308236771505223,12
"9373",0.623,0.0308807580341344,13
"9374",3.564,0.0309378389177464,14
"9375",12.711,0.0309949198013585,15
"9376",22.821,0.0310520006849706,16
"9377",40.968,0.0311090815685827,17
"9378",66.283,0.0311661624521948,18
"9379",88.132,0.0312232433358068,19
"9380",106.71,0.0312803242194189,20
"9381",107.307,0.031337405103031,21
"9382",103.694,0.0313944859866431,22
"9383",104.98,0.0314515668702552,23
"9384",125.5,0.0315086477538672,24
"9385",144.751,0.0315657286374793,25
"9386",161.153,0.0316228095210914,26
"9387",162.223,0.0316798904047035,27
"9388",145.216,0.0317369712883155,28
"9389",128.08,0.0317940521719276,29
"9390",143.531,0.0318511330555397,30
"9391",142.273,0.0319082139391518,31
"9392",127.464,0.0319652948227639,32
"9393",97.469,0.0320223757063759,33
"9394",90.058,0.032079456589988,34
"9395",64.39,0.0321365374736001,35
"9396",46.924,0.0321936183572122,36
"9397",26.134,0.0322506992408243,37
"9398",16.687,0.0323077801244363,38
"9399",7.134,0.0323648610080484,39
"9400",1.66,0.0324219418916605,40
"9401",0.03,0.0324790227752726,41
"9402",0.048,0.0325361036588846,42
"9403",0.032,0.0325931845424967,43
"9404",0.043,0.0326502654261088,44
"9405",0.025,0.0327073463097209,45
"9406",0.015,0.032764427193333,46
"9407",0.019,0.032821508076945,47
"9408",0.012,0.0328785889605571,0
"9409",0.006,0.0329356698441692,1
"9410",0.007,0.0329927507277813,2
"9411",0.024,0.0330498316113933,3
"9412",0.025,0.0331069124950054,4
"9413",0.012,0.0331639933786175,5
"9414",0.024,0.0332210742622296,6
"9415",0.013,0.0332781551458417,7
"9416",0.061,0.0333352360294537,8
"9417",0.024,0.0333923169130658,9
"9418",0.018,0.0334493977966779,10
"9419",0.054,0.03350647868029,11
"9420",0.018,0.033563559563902,12
"9421",0.88,0.0336206404475141,13
"9422",7.313,0.0336777213311262,14
"9423",18.064,0.0337348022147383,15
"9424",35.443,0.0337918830983504,16
"9425",52.546,0.0338489639819624,17
"9426",70.034,0.0339060448655745,18
"9427",83.096,0.0339631257491866,19
"9428",108.915,0.0340202066327987,20
"9429",115.961,0.0340772875164108,21
"9430",127.552,0.0341343684000228,22
"9431",141.037,0.0341914492836349,23
"9432",150.569,0.034248530167247,24
"9433",166.93,0.0343056110508591,25
"9434",169.805,0.0343626919344711,26
"9435",163.016,0.0344197728180832,27
"9436",148.809,0.0344768537016953,28
"9437",139.761,0.0345339345853074,29
"9438",131.572,0.0345910154689195,30
"9439",126.306,0.0346480963525315,31
"9440",118.164,0.0347051772361436,32
"9441",104.822,0.0347622581197557,33
"9442",89.441,0.0348193390033678,34
"9443",76.319,0.0348764198869798,35
"9444",58.87,0.0349335007705919,36
"9445",37.996,0.034990581654204,37
"9446",19.902,0.0350476625378161,38
"9447",8.785,0.0351047434214282,39
"9448",0.853,0.0351618243050402,40
"9449",0.007,0.0352189051886523,41
"9450",0.013,0.0352759860722644,42
"9451",0.031,0.0353330669558765,43
"9452",0.021,0.0353901478394886,44
"9453",0.042,0.0354472287231006,45
"9454",0.037,0.0355043096067127,46
"9455",0.007,0.0355613904903248,47
"9456",0.043,0.0356184713739369,0
"9457",0.018,0.0356755522575489,1
"9458",0.037,0.035732633141161,2
"9459",0.02,0.0357897140247731,3
"9460",0.036,0.0358467949083852,4
"9461",0.012,0.0359038757919973,5
"9462",0.013,0.0359609566756093,6
"9463",0.006,0.0360180375592214,7
"9464",0.007,0.0360751184428335,8
"9465",0.006,0.0361321993264456,9
"9466",0.006,0.0361892802100576,10
"9467",0.024,0.0362463610936697,11
"9468",0.019,0.0363034419772818,12
"9469",0.84,0.0363605228608939,13
"9470",7.612,0.036417603744506,14
"9471",21.084,0.036474684628118,15
"9472",39.718,0.0365317655117301,16
"9473",60.614,0.0365888463953422,17
"9474",78.648,0.0366459272789543,18
"9475",97.142,0.0367030081625664,19
"9476",128.096,0.0367600890461784,20
"9477",148.195,0.0368171699297905,21
"9478",161.818,0.0368742508134026,22
"9479",167.105,0.0369313316970147,23
"9480",177.248,0.0369884125806267,24
"9481",179.648,0.0370454934642388,25
"9482",184.283,0.0371025743478509,26
"9483",181.067,0.037159655231463,27
"9484",175.727,0.0372167361150751,28
"9485",170.776,0.0372738169986871,29
"9486",164.81,0.0373308978822992,30
"9487",153.209,0.0373879787659113,31
"9488",131.281,0.0374450596495234,32
"9489",119.979,0.0375021405331355,33
"9490",92.43,0.0375592214167475,34
"9491",66.065,0.0376163023003596,35
"9492",41.918,0.0376733831839717,36
"9493",22.583,0.0377304640675838,37
"9494",12.971,0.0377875449511958,38
"9495",6.51,0.0378446258348079,39
"9496",0.847,0.03790170671842,40
"9497",0.025,0.0379587876020321,41
"9498",0.013,0.0380158684856442,42
"9499",0.042,0.0380729493692562,43
"9500",0.03,0.0381300302528683,44
"9501",0.01,0.0381871111364804,45
"9502",0.018,0.0382441920200925,46
"9503",0.037,0.0383012729037045,47
"9504",0.025,0.0383583537873166,0
"9505",0.012,0.0384154346709287,1
"9506",0.033,0.0384725155545408,2
"9507",0.025,0.0385295964381529,3
"9508",0.03,0.0385866773217649,4
"9509",0.019,0.038643758205377,5
"9510",0.019,0.0387008390889891,6
"9511",0.007,0.0387579199726012,7
"9512",0.006,0.0388150008562133,8
"9513",0.012,0.0388720817398253,9
"9514",0.03,0.0389291626234374,10
"9515",0.012,0.0389862435070495,11
"9516",0.03,0.0390433243906616,12
"9517",0.469,0.0391004052742736,13
"9518",6.467,0.0391574861578857,14
"9519",16.103,0.0392145670414978,15
"9520",22.993,0.0392716479251099,16
"9521",31.555,0.039328728808722,17
"9522",42.688,0.039385809692334,18
"9523",52.947,0.0394428905759461,19
"9524",64.891,0.0394999714595582,20
"9525",69.212,0.0395570523431703,21
"9526",79.53,0.0396141332267824,22
"9527",80.563,0.0396712141103944,23
"9528",87.1,0.0397282949940065,24
"9529",106.804,0.0397853758776186,25
"9530",106.383,0.0398424567612307,26
"9531",104.389,0.0398995376448427,27
"9532",105.302,0.0399566185284548,28
"9533",102.535,0.0400136994120669,29
"9534",100.763,0.040070780295679,30
"9535",101.384,0.0401278611792911,31
"9536",98.452,0.0401849420629031,32
"9537",97.948,0.0402420229465152,33
"9538",80.399,0.0402991038301273,34
"9539",50.909,0.0403561847137394,35
"9540",29.593,0.0404132655973514,36
"9541",19.213,0.0404703464809635,37
"9542",11.603,0.0405274273645756,38
"9543",6.572,0.0405845082481877,39
"9544",1.09,0.0406415891317998,40
"9545",0.012,0.0406986700154118,41
"9546",0.037,0.0407557508990239,42
"9547",0.027,0.040812831782636,43
"9548",0.024,0.0408699126662481,44
"9549",0.049,0.0409269935498602,45
"9550",0.038,0.0409840744334722,46
"9551",0.028,0.0410411553170843,47
"9552",0.013,0.0410982362006964,0
"9553",0.012,0.0411553170843085,1
"9554",0.039,0.0412123979679205,2
"9555",0.018,0.0412694788515326,3
"9556",0.025,0.0413265597351447,4
"9557",0.024,0.0413836406187568,5
"9558",0.018,0.0414407215023689,6
"9559",0.03,0.0414978023859809,7
"9560",0.018,0.041554883269593,8
"9561",0.012,0.0416119641532051,9
"9562",0.02,0.0416690450368172,10
"9563",0.024,0.0417261259204292,11
"9564",0.018,0.0417832068040413,12
"9565",0.12,0.0418402876876534,13
"9566",2.59,0.0418973685712655,14
"9567",7.696,0.0419544494548776,15
"9568",15.625,0.0420115303384896,16
"9569",27.773,0.0420686112221017,17
"9570",38.113,0.0421256921057138,18
